Language_name,I,all,ash,bark,belly,big,bird,bite,black,blood,bone,breast,burn,claw,cloud,cold,come,die,dog,drink,dry,ear,earth,eat,egg,eye,feather,fire,fish,flesh,fly,foot,full,give,good,grease,green,hair,hand,head,hear,heart,horn,hot,kill,knee,know,leaf,lie,liver,long,louse,man,many,moon,mountain,mouth,name,neck,new,night,nose,not,one,path,person,rain,red,root,round,sand,say,see,seed,sit,skin,sleep,small,smoke,stand,star,stone,sun,swim,tail,that,this,tongue,tooth,tree,two,walk,water,we,what,white,who,woman,yellow,you
Itonama,osni,,,,,,,,,nasto,C3d3k3,p3me,,,,,yawana,baty~a,pa7u,yone,,"most""odo",,,,"k""ururu",,bari,pi,,,,Cakote,,,,,,mapara,,puwane,,Carara,,,niCity~3ru,,mado,,wan3ta,,"C""a7e",,,,,,kadaya,,sawa,yumani,nu,,"k""ane",wasda,buwa,,,,,,,sewane,,,poroma,,,,,"kiC""i",pala,"wapaC""a",,,,,poCosnila,"womot""e",b3te,Cupa,,wanu7w~e,dinike,,,,,,oni
Itoo,ime,,,,,,,,,mEhE,ku,bE*,,,,,ba,Te,gw~i,hw~a,,to,,,,Su,,la,Ta,,,,,,,,,,bok,,go*,,tom,,,Turu,,yEra,,sh~a,,ro,,,,go*,,Tok,,Suha,Si,,,e5iN,dE*,neke,,,,,,,ri,,,gur,,,,,TEr,tey,nnom,,,,,rEm,5i,ti,ehw~e,,amE,int~e,,,,,,iNw~o
Itumbuso,ami,,,,,,,,,yip,kp~o,ba,,,,,di,kp~a,bua,Nw~uN,,toN,,,,y*in,,kaN,yak,,,,oyoro,,,,,,ka ubok,,,,dok,,,doN,,koN,,,,daN,,,,kp~ukp~o,,5in,,afufa,tur oyo,buo,,kEn,faN,wom,,,,,,,kut,,,kp~a idEm,,,,,ta nt~a afioN,tiat,tun,,,,,dEmE,dEt,to,iba,,muN,n5~in,,,,,,afo
Itzaj,ten,lah,ta7an,paC Ce7,"n3k""",noh,"C""iC""",Cibal,boS,"k""ik""",bak,Cu7uC,Cuh,"iC""ak",muyal,ke7el,tal,kimil,"pek""","uk""",tikin,Sikin,ka7,han,he7,iC,"k""uk""um",elalil,k3y,"b3k""","popokSik""",Cun,"C""e7eh",siy,ki,polok,ya7aS,,"k""ab",ho7ol,uybah,"pusik""al",bak,Cokoh,kinsah,Sontal,"k""a7ol",le7,"tuc""",tamen,Cawak,"uk""",winik,yab,ixuh,wic,Ci7,"k""aba7",kal,kuSul,"ak""ab",ni7,ma,hum,beh,mak,ha7,C3k,moc,wol,sa7am,al,il,"nek""",kul,"k""ew",wenel,CinCan,"buc""",wa7,"ek""","C""intuniC","hayk""intik",Sotha7,neh,aheloh,ahelah,"ak""",koh,Ce7,ka,man,ha7,into7on,ba7aS,s3k,maS,"iSC""up","k""3m",teC
Ivasay Ivatan,,,,,,,,,,raya,tohaN,soso,,,,,maNay,diman,Cito,inom,,tadi5a,,,,mata,,apoy,amoN,,,,,,,,,,tanoro,,adNey,,,,,,,vohoN,,atay,,,,,,,,Naran,,vayo,mahep,mohed,,asa,rahan,tawo,,,,,,,tib,,,kodit,,,,,vitohen,bato,,,,,,rida,5ipen,,dadw~a,,danom,,,,,,,
Ivatan Batanes Islands,yak3n,,,,,,,,,raya7,to7haN,soso7,,,,,,,cito7,ominom,,tadiny~a7,,,,mata7,,apoy,amoN,,,,mapno7,,,,,,tanoro7,,adN3y3n,,,,,tood,,vohoN,,atay,,koto7,,,,tokon,,Naran,,va7yo7,ma7h3p,momo7dan,,asa7,panahanan,tao7,,,,,,,mavoya7,,,kodit,,,,,vitoh3n,bato7,,,,,,rida7,5ip3n,kayo7,dadoa7,,danom,yat3n,,,,,,imo7
Ivori,to7,,,,,,,,,tagi7,y3nggai,amugo7,,,,,v,naveria,t3yo,na,,ar3,,,,hagwe,,ta,pe7,,,,mankwe7,,,,,,,,ari,,s3wage7,,,om3ga,,bwe7,,haya,,nde7,,,,farere,,tag3,,hagu7,mwanu7,ham3,,fono,fai,avo,,,,,,,hanamdega,,,yarana,,,,,hanggie,hai,habgo7,,,,,aveona,mage,igya,foya,,nagu,tomai,,,,,,oga
Iwaidja,Nabi,,,,,,,,,maniNul,kiLirk,amburyak,,,,,ara,baTu,naki,La,,kalaTar,,,,yara,,kuTali,yab,,,,mambal,,,,,,birkalk,,alidba,,kalaTar,,,midburyuwu,,maLar,,NalXij,,kurkbuN,,,,anbirk,,kunaT,,wurwur,numiwaN,Tinmul,,warad,alan,warkbi,,,,,,,ayan,,,kuLXi,,,,,karamad,waryad,muwan,,,,,karalk,TiXi,aLir,Narkark,,ubaT,Naruri,,,,,,nuyi
Iwam,ka,,,,,,,,,ni,kew,muy,,,,,wot,,nwa,,,wun,,,,nu,,pay,,,,,,,,,,,an,,,,,,,,,,,,,N3n,,,,,,,,,,nomwos,,,,,,,,,,,k3ki,,,p3w,,,,,nawiyan,siya,pi,,,,,kwane,piknu,paykap,Nwis,,op,k3r3ma,,,,,,hun
Iwum Wuumbu 1,,,,,,,,,,kil,tfa,biele,,,,,ya,tfa,bwa,nwa,,ce,,,,i,,ba,bl,,,,wul,,,,,,kwo,,wa,,ibwo,,,bwo,,dwit,,nco,,ncin,,,,bio,,kwum,,mpa,pib,bwom,,mo,nzil,ut,,,,,,,mon,,,ban,,,,,mpal mwat,nkun,,,,,,lilim,,ti,bwel,,dya,,,,,,,
Iwum Wuumbu 2,,,,,,,,,,kil,pfa,bil,,,,,kya,pfa,bwa,kunwa,,cwi,,,,is,,ba,bir E madya,,,,wir,,,,,,,,kuyuk,,bu,,,bu,,cwir,,nco,,ncin,,,,kiwan,,din,,mpa,pib,bum,,mumo,nzil,ut,,,,,,,mon,,,ukob,,,,,mparmot,nkul,tEr,,,,,lilim,in,ti,bil,,dya,,,,,,,
Ixcatec,inana,,,,,,,,,hi*,indy~a,cu,,,,,bi7i,me,ni5a,f7i,,rachu*,,,,ty~uSku*,,S7wi,Cee,,,,siSte,,,,,,rha,,mi7e,,indy~askeeba,,,C7i,,Ska,,aku*,,Ce,,,,h5a,,5ee,,,,City~hu*,,hngu,nd~iya,,,,,,,,biSku*,,,ruwa,,,,,uce,Su,Caku,,,,,ni*h5e*,na5u,yaa,yuhu,,ind~a,ni,,,,,,ila
Ixil Chajul,in,kaqayil,ca7,ti7,ul,nim,"c""iTin",Ci7,"q""eq",kaq,"b""aq","C""u7","oyb""","iSk""aq","suc""",Cew,ul,kam,"T""i7","uk""a",caqa,SiTin,"T""awa7","T""a7on","k""olob""","b""aq"" wac",Sil,Samal,Tay,"Cib""","SiC""an",oq,nonaq,"aq""","b""an",manteka,CaS,Sil wi7,"q""ab""",wi7,"ab""i",anima,"tuk""","c""a7","yac""",wi7 aqan,ocaq,Saq,Xoklel,con,nim toq,"uk""",winaq,nim,"iT""",wic,ci7,"b""ih",qul,"ak""","aq""b""al",xu7,ye7,wal,"b""ey",xal,"xab""al",kaq,"taq""il",uTkin,poq,al,il,iya,Sonlel,"c""umal",wat,uSkin,"sib""",Taklel,"T""umil",siwan,"q""ih",nuS,xe7,uwa7e,uwa7,"aq""",eh,ce7,kawal,Saon,a7,o7,kame,saq,xal,iSoq,"q""an",ah
Iyaa,,,,,,,,,,kila,yisi,bEn,,,,,yira,kwa,mbwa,5wa,,cwi,,,,si,,mba,c3y,,,,luwulu,,,,,,,,yuwu,,cyembi,,,bongo,,kaya,,bali,,cini,,,,landa,,kumbu,,nyati,cuwu,yulu,,mosi,kula,,,,,,,,mono,,,kanda,,,,,mbElElE,ma5a,5aNa,,,,,limi,ni,ti,olo,,amba,,,,,,,
Iyinno,,,,,,,,,,u5u*,oxw~o,iNw~a*hi*,,,,,wag,xw~o,,to,,uSug,,,,iji,,i5a*,Eno*mu*mo*,,,,,,,,,,uwo,,,,ikon,,,ihu*hu*,,ufan,,,,,,,,akw~arag,,eni*,,o5a*wa,arahu,oko*ro*,,Si,orEhu,oni*,,,,,,,ha,,,Exw~e,,,,,iSi*Si*,isa,EwiS,,,,,Eyu,jor,ohu*n,wa,,umo*,,,,,,,
Iyo,no,,,,,,,,,,,,,,,,mahe,kh~umo,opiNo,ne,,kusumbo,,,,toNe,,kewa,,,,,maNgore,,,,,,kande,,iNo,,,,,,,komiri,,,,,,,,puri,,owe,,amana,suwo,umu,,kanata,ore,unipare,,,,,,,iyo,,,kowe,,,,,tutu,wondo,kosa,,,,,,,te,irisa,,sono,nore,,,,,,ke
Izena Kunigami,waN,,,,,,,,,Ci,puni,niguCi,,,,,CuN,masuN,iN,nunuN,,minupa,,,,mi,,maCi,iyu,,,,SiCoN,,,,,,ti,,CiCuN,,CiN,,,CinSi,,pa,,Cimu,,sami,,,,yama,,na,,miya,yuru,pana,,tiCi,miCi,ninj~iN,,,,,,,nuN,,,dunuka,,,,,puSi,iSi,tida,,,,,siCa,pa,ki,taCi,,miZi,wata,,,,,,7y~a
Izere,,,,,,,,,,n3sok,kukup,ab3z3n,,,,,beyE,ku,Eg3bu,so,,kuto,,,,3nisi,,kurum,izos,,,,,,,,,,,,fukE,,r3t3m,,,rikur,,3fumu,,3vufuk,,ic3n3N,,,,ruf3n,,rerik,,3f3s,kituk,izibuk,,zini,ir3n,3n3rk3k,,,,,,,diyE,,,kupa,,,,,3d3r,,kunum,,,,,rim,i5i,n3kun,fa,,iSi,,,,,,,
Izi,mb~edua,,,,,,,,,me,okp~u,,,,,,by~a,nw~uhu,nk~uta,Nu,,nTi,,,,e5a,,oku,ema,,,,,,,,,,eka,,numa,,,,,ikp~ere,,,,,,,,,,,,eph~a,,,e5aSi,imi,,nanu,uzo,,,,,,,,huma,,,akp~o,,,,,,mkp~uma,e5anw~u,,,,,ire,eze,oSi,ebo,,mini,a5ibedua,,,,,,gubedua
Izon,ari,,,,,,,,,asin,umgb~ou,,,,,,bo,fi,obiri,bou,,beri,,,,toru,,fini,ind~i,,,,,,,,,,bara,,na,,,,,imgb~ele,,,,,,,,,,,,ere,,,dein,nini,,keni,uwou,,,,,,,,eri,,,apura,,,,,,ikp~utu,urau,,,,,imolou,aka,tin,mamu,,beni,woni,,,,,,ari
Izora,mi,,,,,,,,,m35u5u,uwubi,lene,,,,,ara,w3,u7ere,suza,,uto,,,,iji,,ula,ukp~ala,,,,,,,,,,uara,,kw~ond~a,,riyile,,,ulunu,,uba,,le5oNo,,bikw~orkw~orta,,,,uguza,,rije,,sau,lare,bi5u5u,,diNg~a,uruna,uromo,,,,,,,liha,,,uNma,,,,,biweyuwere,riky~ale,uNme,,,,,rilemo,ri7ini,uti,lere,,m35i,aro,,,,,,bo
J13 Nkore Hima,,,,,,,,,,Sagama,gufwa,bere,,,,,ij,fw,bwa,nyw,,tu,,,,iSo,,rro,jongoma,,,,ijur,,,,,,,,hurr,,hembe,,,ju,,babi,,tugu,,da,,,,gongo,,zina,,sya,ro,yindo,,mwe,handa,ntu,,,,,,,reb,,,hu,,,,,nyonyozi,bare,zoba,,,,,rimi,rino,ti,biri,,izi,,,,,,,
J15 Ganda,,,,,,,,,,sayi,gufa,bele,,,,,jangu,fa,bwa,nywa,,tu,,,,iso,,lilo,amyanja,,,,jjula,,,,,,,,wulila,,jembe,,,vivi,,kola,,bumba,,sekele,,,,sozi,,nnya,,ggya,lo,nyindo,,mu,lubo,ntu,,,,,,,laba,,,susu,,,,,munyenye,yinja,juba,,,,,limi,nnyo,ti,bili,,zzi,,,,,,,
J24 Kerebe,,,,,,,,,,sagama,gufwa,bere,,,,,iza,fwa,bwa,nwa,,twi,,,,so,,liro,nfwi,,,,izura,,,,,,kono,,hulira,,hembe,,,rwi,,babi,,ni,,nda,,,,banga,,zina,,hya,ro,nindo,,mo,handa,ntu,,,,,,,bona,,,hu,,,,,nenezi,bale,zoba,,,,,limi,ino,ti,bili,,enzi,,,,,,,
J31c Bukusu,,,,,,,,,,fuki,kumba,bede,,,,,jiT,fu,bua,5o,,ru,,,,bon,,dido,keni,,,,jiTud,,,,,,xono,,pudid,,xombi,,,sigam,,safu,,ni,,tapa,,,,gudu,,sina,,piaxa,do,lyolu,,dada,gida,ndu,,,,,,,bon,,,xoba,,,,,geniesi,bade,5aNga,,,,,dimi,jino,sala,bidi,,jiTi,,,,,,,
J321 Kisa,,,,,,,,,,cayi,kumba,,,,,,ica,fa,bwa,nywa,,rwi,,,,moni,,liro,suce,,,,,,,,,,,,hulila,,,,,,,ru,,,,nda,,,,kulu,,era,,hyakha,lo,ulu,,lala,handa,ndu,,,,,,,lola,,,khanda,,,,,nyereng ani,Cina,uba,,,,,limi,ino,sala,bili,,ci,,,,,,,
J321 Marama,,,,,,,,,,cayi,kumba,,,,,,ica,fwa,bwa,nywa,,rwi,,,,moni,,liro,nyeni,,,,,,,,,,,,hulila,,,,,,,safu,,kurumani,,nda,,,,kulu,,ira,,hiya,lo,ulu,,lala,handa,ndu,,,,,,,lola,,,sero,,,,,ng,Cina,ura,,,,,limi,ino,sala,bili,,ci,,,,,,,
J42 Nande,,,,,,,,,,sasi,ku*ha,bere,,,,,asa,hola,bwa,nywa,,twi*,,,,i*so,,liro,swi*,,,,su*la,,,,,,,,owa,,hembe,,,rwi*,,ti,,ki*ndi*,,ta,,,,twa,,i*na,,hya,ro,ni*ndo,,xuma,yira,ndu,,,,,,,langira,,,xoba,,,,,ku*nu*nu*,bwe,isi,,,,,imi,i*no,ti,biri,,gece,,,,,,,
J52 Havu 2,,,,,,,,,,Sagama,vuha,bere,,,,,yinja,fa,bwa,nywa,,rhwi,,,,iSo,,liro,fi,,,,yunjwire,,,,,,,,yumva,,hembi,,,vi,,babi,,diku,,sirhu,,,,sozi,,zina,,hyahya,dufu,zulu,,guma,jira,ntu,,,,,,,bona,,,biri,,,,,nyenyezi,bale,zuba,,,,,limi,inyo,rhi,biri,,inji,,,,,,,
J531 Tembo 2,,,,,,,,,,kira,kinya,bere,,,,,bah,fu,gunda,mo,,tu,,,,iho,,liro,fi,,,,ih,,,,,,,,umv,,embe,,,fi,,Ti,,sisa,,da,,,,dulungu,,sina,,yaya,tufu,indo,,7uma,Tira,ndu,,,,,,,lol,,,7u,,,,,gununu,koi,suba,,,,,limi,ino,Ti,bili,,iSi,,,,,,,
J53 Shi 2,,,,,,,,,,ko,vupa,bede,,,,,iS,fu,bua,nyo,,tui,,,,su,,dido,fi,,,,,,,,,,,,umvi,,hembe,,,dui,,asi,,tiku,,da,,,,tondo,,zino,,hyahya,dufu,zudu,,guma,jida,ntu,,,,,,,bon,,,,,,,,nyenyezi,buye,zuba,,,,,dimi,ino,ti,bidi,,iSi,,,,,,,
J62 Rundi,,,,,,,,,,raso,gufa,bere,,,,,za,pfu,bwa,nyo,,twi,,,,so,,Tanwa,fi,,,,uzur,,,,,,,,umv,,hembe,,,vi,,babi,,tigu,,da,,,,sozi,,zina,,Sa,joro,zuru,,mwe,zira,ntu,,,,,,,bon,,,sato,,,,,nyenyeri,buye,zuba,,,,,rimi,inyo,ti,biri,,zi,,,,,,,
Jabem,ae,,,,,,,,,dE7,Natekwa,su,,,,,meN,ma7,keam,nom,,taNa,,,,mata,,ya,,,,,meNge7,,,,,,lema,,No,,,,,adu7,,NalauN,,Nate mayaN,,tom,,,,lo7,,Nae,,waku7,gebe7,lusu,,tagEN,intena,Na7,,,,,,,tali7,,,Naoli,,,,,uti,po7,o7,,,,,imbela,loluN,ka,luage7,,bu,,,,,,,aom
Jabri Santali,in,,,,,,,,,mayam,jaN,,,,,,h3ju7,goit,Sita,5u,,lutur,,,,mEt,,sENgEl,hako,,,,pEreit,,,,,,ti,,anjom,,diriN,,,gunth~i,,sakam,,,,,,,,buru,,5utum,,nawa,nind3,mu,,mit,,hor,,,,,,,5El,,,uhur,,,,,ipil,dh~iri,Cando,,,,,alaN,data,dari,baria,,da7,alE,,,,,,am
Jabsch,Nal,,,,,,,,,elweke,tepe,momo,,,,,man,bogho,agoa,yaNu,,opoklo,,,,opo,,ete,dum,,,,,,,,,,olpo,,iNewe,,,,,ew,,op,,,,domla,,,,,,nadel,,Nolwok,pumo,buma,,ukala,tame,nuwwa,,,,,,,,,,Neye,,,,,opadio,mate,alim,,,,,napla,kel,doyo,inah,,yu,Naleiman,,,,,,ag
Jabung Lampung Api,5o7,,,,,,,,,Xoh,,mE*h,,,,,m3g3,moti,osu,Ninum,,TupiN,,,,moto,,opuy,iwo,,,,,,,,,,puNu,,neNi*,,,,,,,buluN,,oti,,kutu,,,,,,g3loX,,opoy,biNi*,iXuN,,soy,XoNloyo,,,,,,,,ninu7,,,bowo7,,,,,b3toN,botu,,,,,,mo*,ipon,,wo,,woy,ikom,,,,,,niku
Jabuti,h3,,,,,,,,,k3i,ji,nowi,,,,,pE,hahi,wa,no*,,ni*pi,,,,ho*ka,,piCE,mino*,,,,jE,,,,,,ni*hu,,m3,,imEku,,,pEpE,,ni*,,m3,,to*jE,,,,3ri,,to*hi*,,kamu,paCiru,ni*k3tE,,uiCi,wik3,hik3m3,,,,,,,3no*,,,k3,,,,,bzirEbzirE,ta,to*ho*,,,,,nu*tE,r3,ku,jEmu,,bziru,hir3,,,,,,ajE
Jacaltec,haninan,sunil,taN,"c""umal","k""ul",nim,"C""ik",CiCiwa,"k""ex",Cikil,"b""ax",im,"c""ay",yisqaxe,moyan,Cew,ul,kam,"meC c""i7",uq,tax,Cikin,"C""oC""",wa7,hos,baq sat,Sil,"q""a7",kay,Cibe,pur,ox,nohnax,aq,"k""ul",manteka,yaS,Sil,"q""ab",wi7,wabe,anma,"yuk""a","q""aS",bica,"wic""i7",wohtaxox,Sax,hil,sasip,nahata,"uk""",nax,"cetk""a",iS ahaw,wic,ti,bi,nuq,"ak""","aq""balil",Cam,mat,hun,be,anma,Nap,kax,Se7,pet,arena,al,il,iNat,pis,"c""umal",way,niStex,Nup,liN,"C""umel","C""en","c""ayik",in maqnihan ha7,Ne,tu7,ti7,aq,,"k""eptax",kap,bel,ha7,haNoNaN,cet,sax,mak,iS,"q""an",haC
Jacalteco Western,hayin,sunil,taN,"T""umal te7","k""ul",nimeqal,"c""ik","c""a","k""eq","Cik""","b""aq",im,Caw,"isk""aq",asun,Cew,hul,kam,"T""i7","uk""",taqiN,Tikin,"T""oT""",wa,hos,sat,Sil,"q""a7",kay,"Cib""e",,oq,noNaq,a7,"k""ul",manteka,yaS,Sil,"q""ab""",wi7,"ab""e",anma,"uk""a7",kaq,"poc""","wic""i7",otaqNe,Saq,hilan,"sasib""",nimeqal stel,"uk""",winaq,"T""ihal",S7~ahaw,wic,ti7,"b""ih","nuq""","ak""","aq""b""al",Tam,maC,hune,"b""eh",anma,"Nab""",kaq,Se7,secel,poq,hal,il,hiNat,coNan,"c""umal",way,"c""ulik","Nub""",liNan,"c""umel","C""en","c""ayik",aN,Neh,huntu7,hunti7,"aq""",eh,te7,"kab""","b""elw~",ha7,hayoN,cet,saq,maka,iS,"q""an",haC
Jafi,nam,,,,,,,,,mob,3ndai,muam,,,,,kwalopai,ape,yendru,,,waigi,,,,dyi,,dau,,,,,,,,,,,dyai,,fau,,,,,3gli,,bai,,,,yemar,,,,ab3rumbi,,dyei,,dyeki,sukur,m3Nai,,aNg3t3wam,mai,arab,,,,,,,net3lane,,,fou,,,,,pururumi,andrur,dy3mar,,,,,metal3p,dyurai,war,an3Ngar,,dyewek,nin,,,,,,
Jah Hut,iha*7,,,,,,,,,nihim,T37aN,bo7,,,,,b37,k3b3s,Tw37,w3h,,ntaN,,,,mat,,os,ka7,,,,,,,,,,tiN,,,,,,,k3rwal,,hla7,,r3s,,TE7,,,,b3n3m,,7am3h,,pay,s3Nat,,,nwEy,nw3N,Tah,,,,,,,tande7,,,k3tu7,,,,,,t3mo7,mat k3to7,,,,,l3ntak,l3mo5,naho*7,nar,,tom,iy37,,,,,,ima7
Jahai,yE7,,,,,,,,,darah,T37eN,E*m,,,,,k3lwi*l,k3bis,3Ti7,huT,,3nteN,,,,mit,,os,3k37,,,,s3bem,,,,,,Tyas,,k3TeN,,tano7,,,kaltoN,,h3li7,,ros,,Ti7,,,,T3lmol,,k3nmoh,,pay,h3rkit,moh,,nEy,gloN,m3nra7,,,,,,,El,,,k3t37,,,,,p3rloy,tuNko*l,kit kto7,,,,,l3ntek,hE*5,Thu*7,duwa7,,o*N,yapE*h,,,,,,mi7
Jakaj,anok,,,,,,,,,kab,ia,abur,,,,,nam,kuruk,kake,,,mono,,,,kind,,reka,yank,,,,kopdak,,,,,,marap,,bokoke,,,,,yambu,,iri,,,,nambun,,,,,,eke,,nokok,rira,tamank,,kayagamaere,,rade,,,,,,,madi,,,rumb,,,,,mind,kor,tapak,,,,,inem,manger,de,diakand,,mi,indok,,,,,,ox
Jakalteko Eastern,ayinan,,,,,,,,,"Cik""","b""ak","Cam k""ul",,,,,hul,kam,"C""i","uk""",,Cikin,,,,sat,,"k""a7",kay,,,,nonax,,,,,,"k""ab""",,"ab""",,"c""um",,,"wilC""i",,xax,,sasip,,"uk""",,,,"xolk""e eb""tax",,bi,,"ak""","a7b""alil",Cam,,hun,"b""el",ah,,,,,,,il,,,"c""um",,,,,"C""umel","C""en","c""ayik",,,,,wa7,e,te7,"kab""",,ha7,hayom,,,,,,ha
Jalapa De Diaz,a,,,,,,,,,hni,ninta,Ciki,,,,,niwa,,na5a,wi,,tawaSi5hu,,,,tunku,,nd7i,ti,,,,kice,,,,,,nch~a,,tint7e,,ndhia,,,ku,,Ska,,Ch~anka,,nati,,,,naSi,,h7ai,,cece,nisth~i,nath~u,,nku,niya,Suta,,,,,,,,,,thawaSi,,,,,ni5u,ndhio,c7iu,,,,,nhai,ni7iu,ya,ho,,nta,5a,,,,,,hi
Jalkot Shina,mo*,,,,,,,,,,o*ti,CiC,,,,,,,Su*,,,kon,,,,oCi,,hogor,Cubo,,,,,,,,,,,,,,Sigo,,,,,poth~u,,,,,,,,,,num,,no*,roti,noth~u,,Ek,pon,,,,,,,,,,,Com,,,,,toro,both~,suri,,,,,jip,don,tom,du,,wi,bEh,,,,,,tu
Jallozai Pashto,z3,,,,,,,,,wina,aduke,sina,,,,,rax,m3r,spe,sk3,,xw~eZ,,,,st3rga,,wor,k3b,,,,,,,,,,las,,wred3,,Sk3runa,,,,,pa*na,,,,,,,,,,nam3,,n3we,Spa,poza,,you,lar,s3re,,,,,,,lido,,,c3rm3n,,,,,store,kane,nmer,,,,,jiba,xaS,w3na,dw~a,,ub3,muZa,,,,,,t3
Jamaican Creole,mi,,,,,,,,,blod,buon,,,,,,kom,ded,dag,jriNk,,iez,,,,yEi,,fEiyE,fiS,,,,,,,,,,hEn,,yer,,,,,,,lif,,libE,,lEis,,,,moNtn,,niem,,5u,nEit,nuoz,,wEn,ruod,smEdi,,,,,,,si,,,kin,,,,,ta,tuon,son,,,,,toN,tit,Ti,tu,,watE,wi,,,,,,yu
Jamamadi,,,,,,,,,,ama,tone,johari,,,,,,,yome,fawa,,narabi,,,,noki,,yifi,aba,,,,,,,,,,jahi,,mita,,,,,,,afe,,wati,,kamati,,,,adami,,oni,,yati,yama soki,widi,,,hawi,,,,,,,,ki,,,atori,,,,,amowa,yati,mahi,,,,,abane,ini,awene,fama,,fehene,,,,,,,
Jambi Malay,aku,,,,,,,,,darah,tulaN,susu,,,,,dataN,mati,7anCiN,minum,,t3liNo,,,,mato,,7api,ikan,,,,p3nuh,,,,,,taNan,,d3Nar,,tanduk,,,lutut,,daun,,hati,,kutu,,,,gunuN,,namo,,baru,malam,hiduN,,satu,Calan,oraN,,,,,,,liat,,,kulit,,,,,bintaN,batu,matohari,,,,,lidah,gigi,pohon,duo,,7aE7,kito,,,,,,kau
Jammun,me*,,,,,,,,,,hodi,,,,,,,mor,kuta,pi,,kon,,,,okh~,,ogh~,moCi,,,,,,,,,,,,sun,,siN,,,,,,,,,,,,,,,na*,,nowa*,rat,nok,,ek,ra,jona,,,,,,,dekh~,,,Comro,,,,,tara,bota,dh~e*o*,,,,,jib,dh~ond~,buta,do,,pani,osi,,,,,,tu*
Jamrud Afridi Pashto,z3,,,,,,,,,win3,adukai,sina,,,,,rax,m3r,sp3i,sx~3,,xw~eg,,,,st3rg3,,wor,k3b3,,,,,,,,,,las,,wred3,,xk3r,,,,,panie,,,,,,,,,,num,,n3wai,Spa,pez3,,yo,li3r,sarai,,,,,,,lid3,,,carman,,,,,storai,tig3,mer,,,,,jib3,xax,w3n3,dw~a,,ob3,muNg,,,,,,t3
Jamtlandic,yex,,,,,,,,,bru,bein,br3st,,,,,kh~umu,dEi,h3n,drEk,,er,,,,33x,,eil,fisk,,,,f3l,,,,,,han,,her,,hun,,,kne,,l33v,,lev3r,,l3s,,,,barx~,,namn,,ni,nat,n3s3,,ein,stix,mEniS,,,,,,,si,,,h3,,,,,SEn,stein,sur,,,,,th~uN,th~an,tre,tvu,,vatn,ma,,,,,,d3
Janjero,ta,,,,,,,,,ana,megE,tama,,,,,iyowa,kitu,kana,uSuwa,,odo,,,,afa,,geya,"k""urtumi",,,,,,,,,,kuSu,,odowa,,k3la,,,ke7a,,toSa,,zogara,,tu7a,,,,kuma,,suna,,gEdo,wala,siya,,ison,og3na,asu,,,,,,,biwa,,,gogo,,,,,bakura,Su7w~a,awa,,,,,tEr3ma,a7y~a,i7y~o,hEp,,aka,ino,,,,,,ne
Janji,mi,,,,,,,,,m3ye,ni7ubo,ahene,,,,,aye,wono,booce,sa,,otoi,,,,nije,,ura,bicere,,,,,,,,,,tare,,kuna,,nihure,,,nuru,,ova,,ifufu,,ikw~arkw~ota,,,,upana,,niza,,iso,riye,bi5imu,,dinke,una,ono,,,,,,,ira,,,uwa,,,,,biwira,nepo,uwoi,,,,,lilem,rihini,utiti,daya,,mi5i,haro,,,,,,home
Japanese,wataSi,subete,hai,kigawa,,okina,tori,kamu,kuroi,Ci,hone,mune,moe,cume,kumo,samui,ku,Sinu,inu,nomu,kawaita,mimi,Cikyu,tabe,tamago,me,yumo,hi,uo,niku,tobu,aSi,miCita,atae,yoi,juSi,midori,ke,te,atama,kiku,Sinzo,cuno,acui,korosu,hiza,Si,kono ha,wokotawa,,nagai,,hito,tasu,cuki,yama,kuCi,na,kubi,ataraSi,yo,hana,de nai,hitocu,komiCi,hito,ame,akairo no,ne,marui,suna,yu,mi,tane,suwa,kawa,nemu,Cisai,kemuri,tacu,hoSi,iSi,taiyo,oyogu,o,sono,kono,Sita,ha,ki,futacu,aruku,mizu,wareware,nan no,Siroi,tare,onna,kiro,anata
Japanese 2,boku,,,,,,,,,Ci,hone,CiCi,,,,,kuru,Sibo,inu,nomu,,jida,,,,me,,hi,sakana,,,,ippai,,,,,,te,,kikoeru,,cuno,,,hiza,,ha,,kanzo,,atamajirami,,,,oka,,namae,,ataraSi,yoru,hana,,hitocu,miCi,hito,,,,,,,mieru,,,hifu,,,,,hoSi,iSu,hi,,,,,Sita,ha,ki,futacu,,mizu,bokura,,,,,,anata
Japanese Kyoto,wate,,,,,,,,,Ci,hone,mune,,,,,kuru,sinu,inu,nomu,,mimi,,,,me,,hi,sakana,,,,oXippai,,,,,,te,,kiku,,cuno,,,hiza,,ha,,kimo,,osirami,,,,yama,,na,,sara,yoru,hana,,hitocu,miCi,hito,,,,,,,miru,,,kawa,,,,,hosi,isi,ohisan,,,,,sita,ha,ki,hutacu,,mizu,watera,,,,,,ant~ara
Japreria,ave,,,,,,,,,,,maske,,,,,teta,kuvetka,pero,ena,,una,,,,ano,,,voto,,,,,,,,,,oma,,ta,,,,,,,,,,,,,,,,,,,,,una,,,,,,,,,,,enSera,,,,,,,,Siko,to,,,,,,yono,yi,ve,kuSa,,kuna,nana,,,,,,amo
